,China,United States,United Kingdom,Australia,Germany,Angola,Albania,United Arab Emirates,Argentina,Armenia,Austria,Azerbaijan,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei,Botswana,Canada,Chile,Switzerland,Cameroon,Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Algeria,Denmark,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Spain,Finland,Fiji,France,Georgia,Ghana,Greece,Guatemala,Honduras,Hungary,India,Indonesia,Ireland,Iran,Iceland,Israel,Italy,Cambodia,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Kuwait,Sri Lanka,Latvia,Lesotho,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Mauritania,Mauritius,Macedonia,Mexico,Mongolia,Mozambique,Namibia,Nepal,New Zealand,Nicaragua,Nigeria,Netherlands,Norway,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russia,Saudi Arabia,Singapore,El Salvador,Suriname,Slovakia,Slovenia,Sweden,Syria,Chad,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,South Africa,Turkey,"Tanzania, United Republic of",Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
1968,585.68,685.08,1141.33,542.22,755.87,1067,1127.27,86.4,516.88,529.9,1094.3,393.36,820.43,1328.88,915.47,2526.66,575.01,84.66,584.05,2046.07,1030.04,1742.03,1806.06,2824.42,406.84,533.67,476.14,1784.76,1638.85,2662.58,3318.15,1492.07,604.53,692.57,72.87,788.35,1264.34,1754.69,37.49,544.11,892.22,599.23,514.1,2261.91,916.37,1002.01,1722.66,768.99,2769.9,2125.05,521.83,962.24,2916.59,1140.17,268.24,952.33,304.23,901.52,1712.73,1763.92,1585.84,114.61,237.16,988.96,391.72,102.37,1316.6,561.08,590.28,579.19,866.38,1506.04,1089.7,2888.23,2365,309.22,82.96,1938.68,664.07,791.31,216.49,937.37,284.98,1405.92,1864.49,2748.09,1295.71,787.84,951.94,69.8,211.57,2430.89,1496.85,2009.43,642.63,857.33,976.13,81.96,628.22,452.92,86.69,2044.6,1907.45,2680.63,757.15,1323.46,576.55,360.61,342.82,1426.42,539.77,1674.81,207.88,388.87,699.13,1220.03,1258.38,567.14,1157.39,193.37,1866.62,1780.05,234.15,994.28,521.11
1969,605.21,690.93,1051.1,436.57,650.86,1155.44,1227.36,66.93,529.89,543.6,1053.07,519.42,816.14,1141.23,892.91,2272.22,656.4,183.47,598.84,2348.99,972.79,1693.66,2286.62,2916.88,394.4,513,585.37,1456.72,1859.01,2580.24,3422.28,1813.72,499.67,589.48,95.95,651.35,1573.49,2341.01,41.32,521.92,777.65,823.17,429.3,1926.79,844.73,817.1,1207.89,673.2,3284.65,2376.7,629.86,1035.27,2742.17,940.2,290.45,1044.67,264.98,906.1,1940.7,2613.19,1552.41,107.06,301.8,634.78,606.82,142.68,1997.44,524.82,726.94,559.88,795.7,1453.66,1105.68,3046.04,2365,339.31,142.25,1753.81,687.31,781.15,225.78,1073.07,266.03,1231.69,1583.92,2786.66,1267.06,709.39,910.5,64.89,217.52,2457.39,1438.55,1961.25,505.35,1056.78,1135.67,131.32,742.15,436.09,75.56,2174.3,2395.8,2241.86,716.79,1418.84,528.34,360.14,361.93,1585.35,751.79,1777.98,359.78,449.65,642.12,874.93,1163.37,560.05,914.64,331.98,1971.06,1673.66,164.56,1188.14,862.1
1970,627.36,677.69,1150.07,402.77,794.44,921.72,1092.66,43.15,509.33,398.72,1318.78,335.11,862.81,1056.26,781.01,2648.34,631.18,20.41,710.7,1977.67,1003.79,1743.63,2483.1,3033.2,276,507.96,565.19,1785.41,1631.93,2793.6,4079.34,1277.25,413.77,773.31,57.34,768.37,1709.22,2093.95,27.83,602.25,817.73,528.46,509.48,3105.09,818.06,990.76,1075.33,592.91,2755.32,2120.52,661.04,1200.51,3056.03,1085.55,176.84,1057.94,248.25,779.31,2012.51,2559.18,1567.48,82.29,243.38,668.83,397.69,88.85,1746.99,644.51,645.91,702.62,987.62,1281.89,1120.44,3145.23,2365,305.94,97.53,1799.89,652.56,745.59,215.86,864.57,210.69,1419.03,1831.73,2815.23,1119.4,809.04,944.62,196.36,304.74,2790.34,1677.17,2450.63,746.81,753.18,956.79,10.44,802.32,457.63,54.37,2111.1,2092.23,2861.58,913.84,1387.25,599.78,204.78,352.35,1806.41,407.2,2066.74,187.45,392.39,502.45,1067.95,1239.81,680.57,1201.75,158.07,2068.24,1942.37,144.44,951.79,444.36
1971,583.55,692.45,974.5,505.05,551.74,937.65,1034.98,47.11,524.59,445.02,878.19,323.59,663.19,983.6,747.84,2125.38,716.95,41.77,561.93,1734.74,1042.51,1782.05,1823.67,3074.61,394.57,540.36,588.95,1338.22,1643.4,2893.22,3216.93,1169.53,414.22,599.61,89.01,617.46,1366.15,2122.47,37.85,548.99,821.9,713.91,482.85,3325.91,781.92,991.21,1225.89,711.72,2298.73,1543.03,448.86,1099.73,2987.64,837.33,199.17,1085.68,368.79,798.56,1790.96,1986.3,1613.17,145.8,242.69,618.57,301.82,114.81,1632.76,536.04,704.39,517.05,652.04,1628.41,1062.29,3103.63,2365,312.13,81.06,1436.85,657.3,778.5,224.71,1012.2,303.17,1672.33,1888.19,2296.29,1109.73,566.45,1209.44,70.91,200.29,2533.22,1562.81,2833.41,536.28,762.93,1131.25,35.07,662.15,456.04,84.59,1618.9,1380.02,2792.64,636.74,1052.79,590.2,319.42,316.56,1588.8,310.56,1960.61,261.65,501.31,571.01,938.84,1103.86,552.94,1269.84,121.68,1907.51,1950.86,131.03,954.48,597.8
1972,576.38,715.18,1005.79,383.71,611.46,937.18,1168.53,108.1,597.94,607.68,1156.17,495.2,767.55,995.77,742.28,1716.94,627.93,100.12,585.3,2048.4,1112.95,1795.31,1969.09,2601.78,427.72,533.41,705.39,1417.94,1545.45,2687.02,3142.09,1531.12,285.3,640.56,93.08,616.6,1400.21,3057.76,35.09,594.28,842.86,772.78,491.62,3156.86,858.59,960.57,1138.03,722.79,2461.5,1477.33,622.15,842.02,2309.27,1068.64,311.54,1267.78,248.59,1007.44,2007.25,2192.83,1969.86,103.74,250.35,676.01,429.32,204.14,1845.3,633.93,768.92,702.68,778.84,1692.33,1039.97,2566.95,2365,260.67,65.27,2744.55,732.59,771.55,188.1,1011.06,287.33,1246.72,1791.3,2148.28,1064.74,661.25,980.32,175.14,268.22,2471.73,1715.33,2447.22,615.93,967.64,1089.88,90.83,710.17,443.9,87.58,1695.4,1249.4,2593.03,804.83,1529,581.35,275.34,288.21,1511.66,549.96,1991.4,326.89,459.16,527.24,1117.28,1272.27,499.15,1370.09,196.9,1942.1,1939.27,100.93,894.55,721.69
1973,665.32,786.33,948.64,664.6,635.83,1020.03,1108,41.21,624.59,486.58,1104.3,429.63,731.71,952.23,694.91,2544.09,641.02,25.45,628.24,1935.21,1140.9,1904.88,1498.51,3309.93,447.68,540.38,537.17,1540.97,1572.55,2849.9,3445.96,1378.31,280.3,559.55,80.93,625.18,1133.83,2350.95,27.07,615.77,755.97,495.53,486.66,3317.02,710.83,914.01,1148.17,698.61,2874.2,1798.76,482.16,1156.73,3172.44,1020.27,133.83,1114.7,207.61,853.91,1660.08,2389.96,1404.88,71.11,265.37,500.72,325.87,41.59,1795.59,595.4,692.7,608.48,757.36,1774.64,907.26,3291.34,2365,258.57,75.29,1832.24,697.06,844.23,268.86,936.44,234.34,1606.6,1563.16,2491.34,976.85,704.09,1223.27,74.28,307.35,2774.27,1795.85,2335.81,561.97,599.43,1151.35,16.91,561.74,458.43,59.84,2652.1,1901.07,2419.88,631.72,1195.8,609.86,180.79,286.32,1536,479.21,1682.16,328.98,488.96,456.68,940.58,1147.23,578.91,1270.3,203.26,1852.66,1859.81,176.6,864.38,707.43
1974,607.04,698.14,1196.88,753.34,779.34,1035.81,1166.68,70.8,537.44,565.08,1218.31,457.16,1060.88,1070.13,819.55,2687.15,569.73,67.76,658.63,1918.8,1115.18,1941.83,1686.47,3297.58,647.9,543.01,524.17,1631.26,1663.92,2618.95,3258.39,1036.62,400.96,765.36,78.43,750.66,1385.4,2059.23,53.84,612.87,794.31,554.87,648.68,3760.22,890.54,831.96,1234.76,675.7,2421.97,1753.44,696.8,981.18,2810.94,1163.32,274.91,1214.88,438.21,834.64,2018.82,2305.86,1636.63,160.22,193.94,583.62,355.57,153.94,1308.68,676.72,923.2,764.62,1028.32,1673.32,1349.33,2906.7,2365,330.73,99.63,1970.23,676.27,724.22,223.72,1229.82,530.35,1421.18,1781.7,2346.64,1160.41,902.58,986.25,38.94,207.59,2557.86,1575.25,2506.48,753.43,643.58,1068.23,61.77,712.22,430.73,78.76,1972.7,1820.58,2231.89,908.59,1385.63,658.05,338.89,352.04,1634.39,447.15,1565.13,238.85,652.58,513.87,979.86,1171.43,573.45,1134.77,155.39,1758.67,1894.98,164.15,1168.34,937.02
1975,630.45,746.71,949,600.16,621.24,992.44,802.27,77.19,572.63,537.51,1165.2,405.13,747.13,1076.1,780.73,2223.38,697.35,77.71,505.33,1764.68,1144.91,1855.34,1951.48,3085.07,456.76,534.04,590.81,1585,1637.7,2956.06,3411.87,990.38,545.63,656.61,82.6,530.51,1209.5,2735.9,35.71,535.36,901.29,597.36,487.44,3676.46,820.18,969.91,1177.05,625.99,2437.11,1629.67,600.45,1215.22,3114.71,917.53,232.23,1062.47,253.05,953.85,1954.94,1791.7,1662.31,98,183.41,568.45,297.14,149.28,1798.18,508.85,940.17,505.76,718.97,1546.03,968.05,3154.03,2365,328.61,103.27,1648.35,544.03,720.01,227.61,924.93,265.32,1545.49,1882.42,2376.04,1176.99,658.51,1255.22,76.46,353.57,2813.74,1746.98,2315.72,553.88,690.68,1106.27,60.09,680.11,446.78,81.79,1933.2,1574.38,2570.21,778.63,1368.29,572.22,282.68,373.26,1662.33,434.42,1776.81,334.26,577.69,583.8,913.05,1301.72,437.28,1171.36,132.04,1851.09,1949.32,188.51,945.03,673.01
1976,584.44,612.08,1022.18,552.08,538.51,1050.43,1189.85,159.19,604.58,549,1059.48,420.45,568.87,955.73,812.85,2298.09,635.34,209.05,501.24,2205.83,1097.36,1767.91,1885.65,2803.5,547.69,532.95,569.49,1402.06,1644.3,2505.71,2827.71,1145.18,509.5,626.49,109.86,525.41,1048.51,2305.13,30.32,475.79,896.37,671.57,410.26,2797.82,755.1,942.92,1115.68,732.33,2485.3,1694.4,591.28,1058.78,2598.25,1002.11,301.41,1087.47,227.6,1090.33,1954.23,1388.56,1709.46,85.23,234.26,508.46,381.91,178.86,1362.05,502.4,1111.38,496.98,599.45,1480.53,1264.96,2733.5,2365,326.98,102.92,2118.42,745.82,836.77,247.37,1137.73,456.32,1316.8,1863.86,2095.85,1160.9,539.32,897.2,142.07,389.1,2266.34,1604.65,2217.07,541.69,891.7,967.93,207.37,629.67,415.96,98.93,1962.7,1473.29,2844.1,760.32,1341.07,489.18,344.52,309.31,1551.95,507.9,1563.58,441.02,675.06,629.61,887.69,1204.45,586.18,1360.48,199.87,1862.72,1734.3,158.75,1111.75,785.14
1977,607.14,694.38,1145.7,491.33,745.58,1060.6,791.08,83.3,644.2,530.97,1124.2,469.2,906.68,848.68,724.27,2365.14,589.4,97.56,675.69,2094.08,1228.45,1807.04,1721.83,3217.69,551.22,537.04,709.28,1925.13,1450.6,2438.24,2573.56,1466.88,372.33,756.33,70.47,689.13,1335.35,1789.6,37.15,663.08,964.92,735.82,565.44,2277.36,1013.98,978.5,955.1,463.69,2284.36,1622.51,560.2,1165.12,2799.85,1155.8,265.41,905.95,318.65,916.7,1603.84,2011.71,1477.94,116.76,235.47,862.26,408.59,108.29,1984.43,666.15,843.38,673.62,955.98,1362.98,1046.9,2940.53,2365,285.65,60.09,2215.95,492.16,656.93,221.9,1011.95,353.81,1255.3,1844.44,2100.52,1014.69,749.12,972.8,100.52,286.98,2229.69,1641.22,2216.93,660.74,1049.27,1005.63,82.96,631.09,468.94,72.2,1738.1,1384.25,2176.05,777.79,1293.56,668.73,273.77,334.05,1326.95,536.24,1423.94,204.4,556.42,508.68,1096.7,1361.88,643.6,1586.13,186.93,1773.45,1697.39,204.93,1042.6,893.7
1978,564.52,694.08,1104.76,536.23,710.33,993.71,1090.95,62.13,619.44,558.32,1059.13,431.83,785.15,1094.19,797.77,2289.71,659.96,28.5,633.54,2305.81,1187.07,1802.83,1848.2,2420.16,506.92,520.83,589.63,1673.78,1711.26,2569.8,2902.53,1575.13,547.15,595.91,63.07,655.99,1415.27,1619.88,33.48,757.53,772.47,633.16,433.51,2217.78,821.28,1055.51,1142.95,731.56,2692.71,2175.31,554.3,1165.29,3012.55,1083.82,217,978.59,197.25,997,1943.23,2286.02,1251.81,68.39,262.41,835.58,380.47,96.38,1647.78,748.56,865.11,725.87,844,1359.62,1356.97,2669.08,2365,326.28,102.53,1628.16,659.92,838.83,184.76,1277.11,374.76,1510.95,1792.74,2580.95,1286.51,664.76,1026.03,119.65,363.12,2393.09,1468.96,2223.25,634.93,1014.57,827.42,27.23,704.42,462.1,61.01,2597.5,1641.2,2293.1,703.8,1347.53,561,250.46,353.86,1570.75,484.34,1650.69,263.98,496.09,601.58,1189.94,1339.08,613.24,1526.28,250.14,1936.13,1987.84,156.43,1249.19,977.31
1979,582.89,752.99,1205.26,467.05,748.23,1067.4,1366.9,84.34,599.43,473.78,1392.7,410.83,931.93,1160.55,798.3,2281.38,736.39,81.82,582.57,2657.95,1218.51,1804.26,2205.42,3236.21,338.4,539.28,592.83,1891.16,1588.69,2750.77,3223.07,1465.24,442.46,728.03,90.63,762.77,2119.09,1459.32,38.69,601.47,772.21,723.83,547.85,2529.62,986.86,916.94,1374.37,795.72,2998.04,2506.78,619.62,1016.51,2724.7,1185.46,258.45,933.32,326.65,1100.5,1834.91,2989.19,1723.48,127.09,272.15,790.47,385.46,114.21,1747.87,645.28,753.63,670.91,1015.4,1450.39,1169.53,2923.14,2365,299.56,83.99,2280.4,773.69,688.64,223.6,965.04,309.05,1321.42,1993.47,2838.95,1200.61,828.68,1058.03,109.91,320.71,2559.08,1309.29,2052.49,596.82,1038.84,1203.29,71.04,695.36,457.53,80.48,2115,2136.67,2588.06,799.15,1557.56,670.67,288.21,361.64,1252.31,447.7,1979.83,293.12,418.51,616.81,1240.86,1095.3,549.35,943.91,201.94,2105.37,1713.97,164.78,1107.76,586.38
1980,606.2,657.39,1207.75,449.25,751.82,900.32,1167.72,70.91,599.12,429.8,1155.92,413.27,954.06,1014.85,746.15,2206.86,683.14,84.5,704.51,2455.35,1154.13,1758.72,2111.54,3299.37,401.8,550.17,679.49,1608.11,1654.11,2386.04,3238.95,1501.78,415.07,679.22,89.23,828.6,1390.81,1736.22,29.43,648.04,704.63,535.14,488.05,2751.11,836.36,940.28,1207.43,752.99,2915.02,2331.3,654.18,1033.04,2790.41,1209.28,225.13,875.77,336.76,938.86,2028.62,2432.46,1956.1,148.47,251.74,496,402.06,131.42,1302.07,757.98,586.36,804.8,1011.52,1377.31,1183.93,3182.47,2365,298.8,76.51,2440.89,723.18,715.72,180.97,974.18,255.92,1378.78,1819.44,2762.34,1228.64,824.08,946.07,58.79,289.58,2433.63,1475.89,2399.9,678.73,592.82,1020.74,74.78,780.6,442.27,65.98,2534.9,1893.49,2142.3,846.7,1429.62,602.82,314.03,361.35,1621.24,483.46,2025.11,269.78,443.27,584.32,1025.76,1080.72,711.16,1390.55,211.23,1965.25,1843.41,96.67,967,658.83
1981,606.55,695.48,1206.1,554.5,878.12,849.04,1081.21,65.32,610.94,582.18,1194.16,512.92,1082.91,966.55,738.77,2594.76,624.61,42.54,632.93,2288.22,1341.75,1676.75,2309.56,3560.33,436.04,535.6,581.55,1952.62,1562.12,3013.57,3522.43,1152.17,598.53,767.61,55.55,846.46,1983.47,1896.67,22.66,817.5,794.49,521.1,673.97,2934.14,954.33,968.41,1117.87,694.62,2968.15,2464.68,573.56,1120.51,2935.89,1152.25,226.59,993.32,219.82,864.73,1831.7,2321.51,1660.08,71.54,272.37,715.03,471.02,85.18,1719.49,794.68,860.81,770.98,1180.18,1521.06,949.68,3026.1,2365,299.59,91.01,1799.23,650.9,871.88,209.67,1007.33,165.52,1404.3,1769.31,3055.89,1116.11,910.12,1056.81,106.71,320.64,2698.6,1718.71,2173.88,693.11,688,977.59,38.34,710.83,452.48,81.06,1665,2017.19,2393.92,751.72,1299.45,690.32,325.28,350.21,1511.46,555.67,2166.57,154.05,538.19,661.22,968.12,1170.81,665.28,1241.74,256.97,2305.52,1838.67,120.99,905.99,817.28
1982,596.31,780.89,1252.26,425.98,642.68,929.96,1034.72,141.52,621.51,590.89,1109.46,551.58,888.79,900.18,716.81,2148.23,552.77,170.61,564.54,2427.03,1333.65,1748.55,2166.51,2759.83,308.72,546.33,667.09,1686.67,1632.75,2663.91,2808.61,1341.5,333.21,538.44,93.41,715.06,1371.04,2051.6,45.23,578.05,928.02,570.66,516.08,2848.66,908.54,1023.76,1063.56,717.84,2855.69,2102.36,538.64,964.36,2345.1,1261.14,328.11,1070.57,307.45,903.51,1825.89,1538.31,1590.6,126.96,243.01,837.54,311.77,147.92,1480.2,553.47,656.73,540.56,966.98,1855.72,1173.93,2660.76,2365,266.79,64.33,3088.54,636.76,649.63,203.32,1007.58,255.98,1252.2,1587.87,2523.38,1032.04,711.41,1114.65,153.6,354.7,2345.24,1644.37,2044.56,446.13,625.36,1285.71,177.48,574.77,464.19,102.92,1711.7,1626.38,2177.35,653.84,1363.82,604.29,283.67,304.93,1463.57,474.51,1907.82,378.86,391.31,502.15,1161.09,1237.5,489.86,1310.17,195.06,1911.85,1870.09,113.15,980.98,457.61
1983,653.08,787.7,1117.58,511.42,710.9,907.69,950.02,86.57,596.19,566.87,1027.76,374.82,860.57,750.94,608.41,2691.75,557.86,80.62,550.36,2182.99,1165.41,1693.3,1861.96,3059.9,334.81,545.1,493.88,1605.24,1323.78,2472.84,2881.37,1408.08,466.58,590.66,46.53,728.23,1390.59,3241.8,32.98,681.27,837.77,515.38,594.89,2191.34,824.3,1053.67,827,640.48,2820.1,1896.41,459.88,1180.59,2794.42,1111.65,207.24,1175.14,305.05,787.08,2143.01,1739.55,1642.62,118.77,253.94,572.04,344.35,83.99,1350.21,686.23,689.27,686.2,965.73,1409.23,916.49,2819.98,2365,229.05,49.85,1380.59,641.44,806.59,225.47,858.27,232.37,1532.56,1795.77,2297.01,872.04,780.23,1325.01,174.56,366.27,2373.48,1452.33,1977.08,545.1,778.29,1385.41,88.17,524.22,464.79,76.94,1823.6,1639.06,2070.57,643.26,1072.17,678.84,276.42,271.25,1583.38,385.11,1996.83,205.2,423.13,597.66,911.37,1123.96,492.2,1306.02,172.49,1908.95,1834.61,244.61,879.97,474.63
1984,596.61,712.91,1155.93,562.83,727.69,917.55,929.73,54.53,709.86,463.66,1050.02,430,983.37,931.29,595.24,2923.74,576.64,53.19,571.66,2378.3,1359.49,1763.82,2226.52,3665.25,273.06,549.35,611.51,1574.31,1534.61,2854.82,3145.63,1303.26,470.41,637.92,74.52,760.99,1381.4,2141.69,25.96,624.71,629.57,634.73,549.36,2533.79,912.84,819.79,1223.28,589.67,3084.59,2046.94,595.13,1008.61,3123.83,1095.53,223.96,1098.08,233.19,1037.52,2007.63,2108.7,1204.3,86.92,212.27,514.63,378.75,101.18,2075.02,620.43,605.94,614.96,1042.42,1682.96,1135.9,3458.8,2365,238.14,61.91,1606.81,519.15,876.6,250.66,1074.04,216.2,1433.17,1790.44,2495.18,1043.96,848.47,987.01,61.92,274.65,2582.97,1542.59,2536.02,541.56,852.81,1218.51,54.41,694.34,442.69,69.92,2800.7,1757.89,2463.24,738.22,1388.98,656.7,253.68,227.65,1460.66,514.55,1958.15,336.2,402.22,487.16,1051.32,1053.69,519.97,1579.3,182.59,1954.22,1862.45,96.42,947.44,564.98
1985,608.46,702.32,1158.73,417.43,666.42,939.67,953.51,39.73,631.93,449.77,1201.97,375.63,784.25,984.34,689.7,2237.53,444.53,55.55,669.9,1985.55,1165.1,1937.33,2100.95,3039.18,310.56,516.93,542.15,1509.67,1680.81,2458.08,2558.59,1315.02,412.86,701.29,79.23,777.08,1396.96,1487.74,44.1,708.94,807.27,539.53,530.13,3192.39,713.83,893.55,1199.68,576.9,2629.68,1631.37,596.27,1023.8,2887.5,1138.63,167.84,885.92,260.09,823.88,1906.83,1681.16,1674.38,111.95,251.51,652.68,363.08,82.5,1734.96,736.31,746.06,713.23,793.98,1447.6,1207.77,2962.94,2365,271.25,81.91,2558.41,515.44,776.01,216.07,1137.73,254.96,1588.14,1658.07,2016.63,1094.85,746.87,1127.8,43.4,243.58,2334.77,1207.92,2503.43,640.61,846.16,994.71,46.34,594.06,448.25,77.85,2183.7,1485.18,2037.08,824.36,1328.42,720.26,240.55,296.26,1500.39,465.15,2041.47,212.96,504.31,541.49,1002.02,1174.76,604.45,1279.08,175.91,2092.62,1826.3,109.13,950.32,762.92
1986,549.69,725.25,1229.03,414.26,756.51,1082.37,1000.2,68.83,652.53,576.51,1081.26,373.77,960.09,948.73,754.12,2417.37,503.54,94.02,578.09,1891.89,1153.06,1737.91,2096.57,3138.61,353.12,535.82,611.62,1736.14,1464.52,2629.54,2667.79,1132.58,373.32,667.02,93.78,678.78,1431.42,1724.91,36.94,690.17,710.29,535.38,549.05,2856.84,868.5,851.83,1075.13,625.47,2248.11,1606.7,481.25,1000.46,2888.37,1236.8,276.55,1050.26,355.13,914.8,1928.61,2142.27,1442.87,118.17,230.28,656.05,380.85,164.1,1587.68,705.71,764.2,698.31,1006.76,1484.73,1207.59,2896.63,2365,281.55,84.7,1746.91,593.53,729.59,234.25,1074.63,254.38,1386.99,1770.09,2214.16,1046.89,790.88,1050.65,77.38,339.48,2447.4,1500.86,2682.27,577.36,678.36,1271.68,79.59,493.6,427.79,83.75,2366.2,1318.58,1909.87,606.58,1268.57,637.81,272.28,281.2,1452.84,458.88,1838.18,308.97,429.6,529.35,1131.26,1102.55,464.34,1555.91,155.49,2015.39,2031.94,141.28,1085.24,693.84
1987,612.72,676.96,1122.21,476.91,804.83,948.62,1095.13,93.53,629.74,545.99,1268.75,424.87,996.69,956.61,658.09,2650.33,624.09,40.67,608.08,1768.36,1080.94,1638.59,2096.73,2629.37,321.56,507.66,615.14,1752.75,1440.21,2521.42,2927.97,1323.77,515.99,744.47,72.72,741.06,1837.34,2291.24,35.07,692.21,748.11,679.82,541.99,1851.69,893.11,1067.25,1201.49,706.56,2053.49,1635.33,627.04,950.36,2577.31,1005.88,211.68,938.93,250.1,948.01,1781.18,2658.57,1509.33,92.46,299.14,572.89,563.89,84.41,1340.45,667.4,845.02,675.83,1049.62,1470.89,840.47,2772.33,2365,239.06,79.68,2649.26,679.97,645.6,232.67,800.2,216.67,1459.04,1783.21,2189.73,1011.75,839.33,1037.1,146.09,233.38,2535.83,1395.62,1871.55,619.45,936.13,1242.34,44.69,580.15,437.57,73.15,2315.5,1437.69,2077.5,768.4,1432.42,679.04,316.68,263.74,1453.21,650.6,1615.41,205.19,473.83,649.97,888.08,1109.31,524.81,1196.28,237.23,1904.29,1699.32,141.78,796.8,477.63
1988,581.39,609.74,1207.96,474.64,783.87,1042.32,855.22,80.38,474.69,668.71,1208.7,512.81,1047.28,1160.16,809.43,2736.52,565.51,119.92,630.38,2484.34,1074.2,1764.94,2304.24,3899.54,492.42,544.15,441.71,1791.01,1631.01,2827.6,3406.01,1535.07,598.17,687.06,76.64,835.01,1601.07,2021.8,45.05,685.24,817.86,590.43,569.47,2790.26,914.13,1189.54,1151.16,621.35,2873.2,2264.21,560.97,1193.3,3028.97,1199.51,233.81,1033.35,361.55,823.81,2078.45,2323.03,1601.68,165.75,264.05,771.58,432.21,85.36,1935.8,666.98,1035.35,626.29,1093.08,1402.55,1107.75,3454.4,2365,330.76,94.24,1526.98,524.66,766.87,221.93,991.14,287.15,1467.66,1772.68,2666.59,1171.88,889.33,1187.21,119.04,317.91,2608.53,1318.57,2462.76,592.9,792.13,906.87,107.76,641.03,447.67,82.59,2421.6,2233.2,2145.91,721.44,1206.96,674.64,414.13,417.85,1694.49,507.44,2060.53,219.45,593.84,685.49,1033.39,1346.15,623.86,1052.79,208.44,2099.15,1722.86,160.65,938.54,660.15
1989,587.55,688.92,1069.17,478.76,622.2,926.51,813.3,78.93,510.72,434.95,1117.43,314.09,782.05,1086.59,760.23,1981.06,518.27,91.19,643.21,2286.05,978.87,1927.13,1938.91,2832.16,412.12,515.72,484.62,1369.44,1529.74,2458.27,2902.46,1138.14,326.87,584.28,65.24,608.25,1231.97,1985.89,39.06,639.33,824.57,711.17,543.39,2862.75,664.28,964.38,1301.42,435.06,2771.85,1858.54,564.03,982.16,2954.75,1028.07,189.17,1205.89,219.36,788.57,1765.52,1898.49,1840.7,74.63,245.2,756.11,336.04,83.16,1503.16,656.96,802.69,671.67,862.48,1772.53,1373.97,2824.93,2365,304.29,104.27,2219.92,541.85,719.61,208.91,1175.77,236.12,1326.77,1814.71,2251.72,1126.37,649.94,1281.23,125.45,309.97,2401.6,1423.42,2524.21,503.54,1069.82,1100.97,81.95,589.26,465.59,82.48,2322,1833.99,2792.84,727.88,1276.76,613.22,158.54,319.17,1379.83,437.5,1662.48,210.11,514.35,439.68,1168.29,1175.64,522.26,842.94,170.62,1772.13,1702.17,208.71,1066.45,641.37
1990,649.25,748.55,1245.66,433.3,717.89,986.66,841.86,65.39,644.35,459.27,1191.52,392.56,799.48,924.07,658.2,2588.8,472.2,80.45,699.02,2416.82,1144.12,1655.52,2018.53,2518.97,288.43,543.95,540.25,1687.71,1641.45,2484.7,3013.37,1275.44,280.25,589.6,87.18,816.39,1311.37,1761.84,34.91,806.33,737.26,501.16,507.54,2646.8,762.98,889.87,1017.22,536.64,2794.62,1968.65,508.41,1191.77,2670.97,1161.25,171.18,1120.98,212.48,861.88,1961.51,2020.85,1758,94.17,287.02,747.51,385.82,75.48,1895.32,832.42,653.11,778.6,902.02,1133.2,817.61,2533.9,2365,260,69.92,1279.37,503.98,815.41,280,816.06,262.55,1491.55,1738.34,2243.22,1083.63,719.61,1258.54,96.29,351.33,2525.58,1479.58,2376.54,562.21,652.62,1261.94,61.33,487.83,486.8,76.08,1846.7,1525.57,2915.36,710.32,1350.61,680.15,183.24,253.19,1491.04,490.94,1918.59,380.61,389.46,464.82,997.76,1155.12,526.51,1535.3,201.63,2066.4,1938.48,124.99,884.56,633.21
1991,589.95,737.23,1047.58,471.95,593.13,1026.57,949.9,70.98,639.02,501.09,1148.23,386.03,769.75,1213.15,852.17,2616.16,627.48,99.15,540.11,1984.58,1108.52,1683.98,1971.98,2546.47,449.15,536.89,578.2,1408.74,1541.29,2290.18,2881.29,1284.46,573.17,588.3,82.07,649.85,1333.09,1702.6,45.26,671.63,746.17,534.88,563.77,2249.44,711.06,846.58,1284.51,629.22,2407.99,1734.37,617.28,986.16,2537.73,1045.13,260.81,1204.6,420.81,848.8,1757.66,1943.03,1807.11,145.3,206.26,593.43,396.59,148.36,1537.26,662.45,904.13,599.82,731.96,1339.85,1054.69,2784.87,2365,306.99,71.87,1688.01,632.16,750.19,240.97,983.42,305.3,1217.04,1825.12,2220.28,1235.48,650.45,1076.03,69.64,255.6,2453.76,1303.81,1962.77,524.54,641.18,1084.3,78.34,724.05,442.98,75.05,2157.4,1532.89,2200.01,740.07,1286.25,611.58,301.37,343.42,1379.34,606.41,1724.91,255.39,508.01,597.7,1067.77,1230.74,522.34,1344.09,227.23,1781.3,1762.82,165.99,963.14,523.55
